01111111LEANDRO FERNANDES VIEIRA      10050060099
01222222MISUJEI NAKARA                20040070083
02333333CLAYTON DA SILVA              23453453456
01444444JULIANA PEREIRA OLIVEIRA      89234234726
02555555MARIANA RODRIGUES CUNHA       12736715247
02666666RICARDO HENRIQUE SANTOS       23846237452
01777777FERNANDO DAMASCOAS            45645006009
01888888CESAR RICARDO BORGES          67800835675
02999999DEIDARA GATES                 23567567345
01114444CAROLINA SANTOS DA SILVA      56867234726
02444555RONALDO MARTINS               16678678273
02666123EZEQUIEL THOTEM               26978978946
01111111LEANDRO FERNANDES VIEIRA      10050060099
01222222MISUJEI NAKARA                20040070083
02333333CLAYTON DA SILVA              23453453456
01444444JULIANA PEREIRA OLIVEIRA      89234234726
02555555MARIANA RODRIGUES CUNHA       12736715247
02666666RICARDO HENRIQUE SANTOS       23846237452
01777777FERNANDO DAMASCOAS            45645006009
01888888CESAR RICARDO BORGES          67800835675
02999999DEIDARA GATES                 23567567345
01114444CAROLINA SANTOS DA SILVA      56867234726
02444555RONALDO MARTINS               16678678273
02666123EZEQUIEL THOTEM               26978978946
01111111LEANDRO FERNANDES VIEIRA      10050060099
01222222MISUJEI NAKARA                20040070083
02333333CLAYTON DA SILVA              23453453456
01444444JULIANA PEREIRA OLIVEIRA      89234234726
02555555MARIANA RODRIGUES CUNHA       12736715247
02666666RICARDO HENRIQUE SANTOS       23846237452
01777777FERNANDO DAMASCOAS            45645006009
01888888CESAR RICARDO BORGES          67800835675
02999999DEIDARA GATES                 23567567345
01114444CAROLINA SANTOS DA SILVA      56867234726
02444555RONALDO MARTINS               16678678273
02666123EZEQUIEL THOTEM               26978978946
01111111LEANDRO FERNANDES VIEIRA      10050060099
01222222MISUJEI NAKARA                20040070083
02333333CLAYTON DA SILVA              23453453456
01444444JULIANA PEREIRA OLIVEIRA      89234234726
02555555MARIANA RODRIGUES CUNHA       12736715247
02666666RICARDO HENRIQUE SANTOS       23846237452
01777777FERNANDO DAMASCOAS            45645006009
01888888CESAR RICARDO BORGES          67800835675
02999999DEIDARA GATES                 23567567345
01114444CAROLINA SANTOS DA SILVA      56867234726
02444555RONALDO MARTINS               16678678273
02666123EZEQUIEL THOTEM               26978978946
01111111LEANDRO FERNANDES VIEIRA      10050060099
01222222MISUJEI NAKARA                20040070083
02333333CLAYTON DA SILVA              23453453456
01444444JULIANA PEREIRA OLIVEIRA      89234234726
02555555MARIANA RODRIGUES CUNHA       12736715247
02666666RICARDO HENRIQUE SANTOS       23846237452
01777777FERNANDO DAMASCOAS            45645006009
01888888CESAR RICARDO BORGES          67800835675
02999999DEIDARA GATES                 23567567345
01114444CAROLINA SANTOS DA SILVA      56867234726
02444555RONALDO MARTINS               16678678273
02666123EZEQUIEL THOTEM               26978978946
01111111LEANDRO FERNANDES VIEIRA      10050060099
01222222MISUJEI NAKARA                20040070083
02333333CLAYTON DA SILVA              23453453456
01444444JULIANA PEREIRA OLIVEIRA      89234234726
02555555MARIANA RODRIGUES CUNHA       12736715247
02666666RICARDO HENRIQUE SANTOS       23846237452
01777777FERNANDO DAMASCOAS            45645006009
01888888CESAR RICARDO BORGES          67800835675
02999999DEIDARA GATES                 23567567345
01114444CAROLINA SANTOS DA SILVA      56867234726
02444555RONALDO MARTINS               16678678273
02666123EZEQUIEL THOTEM               26978978946
01111111LEANDRO FERNANDES VIEIRA      10050060099
01222222MISUJEI NAKARA                20040070083
02333333CLAYTON DA SILVA              23453453456
01444444JULIANA PEREIRA OLIVEIRA      89234234726
02555555MARIANA RODRIGUES CUNHA       12736715247
02666666RICARDO HENRIQUE SANTOS       23846237452
01777777FERNANDO DAMASCOAS            45645006009
01888888CESAR RICARDO BORGES          67800835675
02999999DEIDARA GATES                 23567567345
01114444CAROLINA SANTOS DA SILVA      56867234726
02444555RONALDO MARTINS               16678678273
02666123EZEQUIEL THOTEM               26978978946
